date,Open,High,Low,Close,Volume
2025-11-25 00:00:00-05:00,293.2800,295.9230,280.6300,291.2700,6371900
2025-11-26 00:00:00-05:00,289.7600,312.9900,279.0600,308.2800,4184500
2025-11-28 00:00:00-05:00,307.7400,325.4600,306.0200,325.1600,2194000
2025-12-01 00:00:00-05:00,314.9900,322.0000,306.1600,317.9300,4932900
2025-12-02 00:00:00-05:00,320.7800,323.5000,292.9000,302.8100,5794700
2025-12-03 00:00:00-05:00,306.9700,306.9700,288.5000,302.9800,3207400
2025-12-04 00:00:00-05:00,309.5300,330.3000,306.0000,327.8500,4444500
2025-12-05 00:00:00-05:00,340.9600,344.0000,325.6800,331.4100,3542600
2025-12-08 00:00:00-05:00,343.6000,345.7200,328.5540,342.5600,3269700
2025-12-09 00:00:00-05:00,342.7200,362.4300,335.5100,360.3300,4494300
2025-12-10 00:00:00-05:00,353.8200,376.5300,353.6600,366.0000,5333100
2025-12-11 00:00:00-05:00,365.1900,374.9700,348.0100,372.0900,3394000
2025-12-12 00:00:00-05:00,362.5600,365.8800,319.2900,324.3500,6869100
2025-12-15 00:00:00-05:00,341.4750,348.7500,333.0300,334.6900,4708500
2025-12-16 00:00:00-05:00,326.0100,331.4400,309.0700,316.1500,4921000
2025-12-17 00:00:00-05:00,337.9100,337.9100,315.0000,320.2500,4164200
2025-12-18 00:00:00-05:00,336.4000,343.6500,326.0500,337.1300,3966400
2025-12-19 00:00:00-05:00,339.0700,373.3400,339.0300,371.4300,4410200
2025-12-22 00:00:00-05:00,382.6500,391.2000,375.1500,389.8800,3125500
2025-12-23 00:00:00-05:00,380.9600,390.4100,380.9100,387.4100,1627000
2025-12-24 00:00:00-05:00,387.7500,401.6000,385.2000,395.9200,1522400
2025-12-26 00:00:00-05:00,397.7300,400.8900,384.6300,390.7700,1585300
2025-12-29 00:00:00-05:00,377.5100,387.1050,364.0200,372.6100,2965700
2025-12-30 00:00:00-05:00,373.9700,380.3200,370.0000,371.1800,1610100
2025-12-31 00:00:00-05:00,372.9900,379.5000,367.1200,368.5900,1595000
2026-01-02 00:00:00-05:00,379.3800,392.0000,375.0000,386.1100,2819300
2026-01-05 00:00:00-05:00,388.3400,393.0000,344.6700,357.0500,5787800
2026-01-06 00:00:00-05:00,355.6750,399.7200,339.0210,397.4200,5619700
2026-01-07 00:00:00-05:00,378.0200,402.7950,365.4700,392.8800,4716300
2026-01-08 00:00:00-05:00,394.3000,395.0400,343.0000,348.2600,5137300
2026-01-09 00:00:00-05:00,334.3020,362.7200,333.0100,351.4200,5914400
